Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Sale_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Mileage_To_Engine_Ratio
3435.0,Toyota Innova 2.0 E,Delhi,2006,150000.0,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4.5,0.0,0.0,1.0,0.0,1.0,0.006206206206206206
3436.0,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000.0,Petrol,Manual,First,15.26,1150.0,74.9,5.0,0.9,0.0,0.0,1.0,0.0,1.0,0.013269565217391303
3437.0,Hyundai Getz GLS,Hyderabad,2006,63181.0,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.85,0.0,0.0,1.0,0.0,1.0,0.011409395973154364
3438.0,Honda Amaze S i-Dtech,Kolkata,2013,39575.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,1.0,0.0,0.0,0.0,1.0,0.017222963951935916
3440.0,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.34,1.0,0.0,0.0,0.0,1.0,0.015153538050734312
3441.0,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256.0,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4.25,1.0,0.0,0.0,0.0,1.0,0.013444592790387183
3442.0,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.45,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3443.0,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10.75,1.0,0.0,0.0,0.0,1.0,0.005132317562149158
3444.0,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,27.75,1.0,0.0,0.0,1.0,0.0,0.007120858609426038
3445.0,Maruti Wagon R LX BSIII,Jaipur,2005,115000.0,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0.99,0.0,0.0,1.0,0.0,1.0,0.016305372290292178
3446.0,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000.0,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,24.0,1.0,0.0,0.0,1.0,0.0,0.005741583257506824
3447.0,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.1,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3448.0,Honda WRV i-VTEC VX,Ahmedabad,2017,32248.0,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.25,0.0,0.0,1.0,0.0,1.0,0.014595496246872394
3449.0,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.65,0.0,0.0,1.0,0.0,1.0,0.013747913188647745
3450.0,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100.0,Petrol,Manual,First,13.7,1997.0,153.86,5.0,9.75,0.0,0.0,1.0,0.0,1.0,0.00686029043565348
3451.0,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4,0.0,0.0,1.0,0.0,1.0,0.015789473684210527
3452.0,Maruti Swift Dzire VXI,Kolkata,2014,33000.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99,0.0,0.0,1.0,0.0,1.0,0.01595655806182122
3453.0,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090.0,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,45.73,1.0,0.0,0.0,1.0,0.0,0.005412629468760441
3454.0,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.27,1.0,0.0,0.0,0.0,1.0,0.015153538050734312
3456.0,Honda City i DTec V,Ahmedabad,2016,67000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25,1.0,0.0,0.0,0.0,1.0,0.017356475300400534
3457.0,Tata Indigo LS,Chennai,2008,99000.0,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1.6,1.0,0.0,0.0,0.0,1.0,0.012099644128113879
3458.0,Renault Duster 110PS Diesel RxL,Pune,2014,142000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.013011635865845313
3459.0,Hyundai i10 Sportz,Chennai,2010,26966.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.01700918964076859
3460.0,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95,0.0,0.0,1.0,0.0,1.0,0.015596330275229357
3461.0,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.99,1.0,0.0,0.0,0.0,1.0,0.01895032051282051
3462.0,Honda Accord VTi-L MT,Mumbai,2007,86000.0,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,1.85,0.0,0.0,1.0,0.0,1.0,0.005055225148683093
3463.0,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.16,0.0,0.0,1.0,0.0,1.0,0.013747913188647745
3464.0,Maruti Ritz VDi,Hyderabad,2010,110471.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5,1.0,0.0,0.0,0.0,1.0,0.016907051282051284
3465.0,Honda Amaze S Petrol,Jaipur,2014,69000.0,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5,0.0,0.0,1.0,0.0,1.0,0.01626355296080067
3466.0,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.75,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3467.0,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.6,1.0,0.0,0.0,0.0,1.0,0.013997262149212868
3468.0,Hyundai Grand i10 Magna,Kochi,2014,48031.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98,0.0,0.0,1.0,0.0,1.0,0.015789473684210527
3469.0,BMW 3 Series 320d Highline,Chennai,2008,170000.0,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,9.75,1.0,0.0,0.0,1.0,0.0,0.008055137844611529
3470.0,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.55,1.0,0.0,0.0,0.0,1.0,0.015153538050734312
3471.0,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492.0,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3,1.0,0.0,0.0,1.0,0.0,0.014352469959946596
3472.0,Honda Accord 2.4 AT,Chennai,2011,85000.0,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,7.5,0.0,0.0,1.0,1.0,0.0,0.004970263381478334
3473.0,Chevrolet Aveo 1.4,Hyderabad,2008,55902.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.8,0.0,0.0,1.0,0.0,1.0,0.010357398141529665
3474.0,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25,0.0,0.0,1.0,0.0,1.0,0.013511259382819015
3475.0,Mahindra Xylo D4 BS III,Hyderabad,2015,129750.0,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,6.8,1.0,0.0,0.0,0.0,1.0,0.006006428284451587
3476.0,Hyundai i10 Magna AT,Hyderabad,2009,50902.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.016040100250626566
3477.0,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.6,1.0,0.0,0.0,0.0,1.0,0.006929784304726939
3478.0,Hyundai Elantra CRDi SX,Mumbai,2013,40000.0,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6.95,1.0,0.0,0.0,0.0,1.0,0.014348925410872314
3479.0,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000.0,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,3.5,0.0,0.0,1.0,0.0,1.0,0.007953281423804227
3480.0,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,0.0,0.0,1.0,0.0,1.0,0.015789473684210527
3481.0,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.65,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3482.0,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000.0,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.25,1.0,0.0,0.0,0.0,1.0,0.014583333333333334
3483.0,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826.0,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7.72,0.0,0.0,1.0,1.0,0.0,0.008948685857321653
3484.0,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.0,1.0,0.0,0.0,0.0,1.0,0.012433628318584073
3485.0,Chevrolet Beat Diesel PS,Jaipur,2013,98598.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.55,1.0,0.0,0.0,0.0,1.0,0.02717948717948718
3486.0,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.75,1.0,0.0,0.0,0.0,1.0,0.0038564721663313212
3487.0,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3488.0,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,28.55,1.0,0.0,0.0,1.0,0.0,0.0040680822379507925
3489.0,Porsche Panamera Diesel,Bangalore,2013,19828.0,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,75.0,1.0,0.0,0.0,1.0,0.0,0.006016177957532862
3490.0,Honda City i VTEC VX,Hyderabad,2016,36891.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.49,0.0,0.0,1.0,0.0,1.0,0.011890447561790248
3491.0,Mahindra Quanto C4,Hyderabad,2012,90049.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.8,1.0,0.0,0.0,0.0,1.0,0.011527126590756866
3492.0,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002.0,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,18.5,1.0,0.0,0.0,1.0,0.0,0.008409552845528455
3493.0,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000.0,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,6.0,0.0,0.0,1.0,1.0,0.0,0.005243747350572276
3494.0,Hyundai Verna 1.6 SX,Hyderabad,2012,83678.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.5,1.0,0.0,0.0,0.0,1.0,0.014108723135271808
3495.0,Maruti Wagon R LXI BS IV,Pune,2010,91000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,0.0,0.0,1.0,0.0,1.0,0.018937875751503006
3496.0,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000.0,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7,1.0,0.0,0.0,0.0,1.0,0.019647435897435898
3497.0,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000.0,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4.95,1.0,0.0,0.0,0.0,1.0,0.021785714285714283
3498.0,Maruti Swift VDI,Jaipur,2012,80000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,1.0,0.0,0.0,0.0,1.0,0.01834935897435897
3499.0,Mahindra XUV500 W6 2WD,Kochi,2017,41290.0,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10.94,1.0,0.0,0.0,0.0,1.0,0.0073428178063331805
3500.0,BMW 5 Series 520d Luxury Line,Delhi,2013,65000.0,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26,1.0,0.0,0.0,1.0,0.0,0.011268170426065163
3501.0,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471.0,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5,0.0,0.0,1.0,0.0,1.0,0.007942157953281423
3502.0,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.01614613180515759
3503.0,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,4.1,0.0,0.0,1.0,0.0,1.0,0.015150250417362269
3504.0,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01,0.0,0.0,1.0,0.0,1.0,0.031030150753768842
3505.0,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270.0,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.6,0.0,0.0,1.0,0.0,1.0,0.013395904436860067
3506.0,Maruti Wagon R VXI BS IV,Kolkata,2012,40000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35,0.0,0.0,1.0,0.0,1.0,0.018937875751503006
3507.0,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566.0,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,9.15,1.0,0.0,0.0,0.0,1.0,0.003350970017636684
3508.0,Honda Brio EX MT,Chennai,2013,42320.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.9,0.0,0.0,1.0,0.0,1.0,0.016193656093489148
3509.0,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.18,1.0,0.0,0.0,0.0,1.0,0.01614613180515759
3510.0,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45,0.0,0.0,1.0,1.0,0.0,0.008170961659333752
3512.0,Honda Amaze S i-VTEC,Kochi,2017,61795.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.53,0.0,0.0,1.0,0.0,1.0,0.014858096828046745
3513.0,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,3.75,0.0,0.0,1.0,0.0,1.0,0.015150250417362269
3514.0,Honda City i-VTEC CVT VX,Pune,2018,4500.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5,0.0,0.0,1.0,1.0,0.0,0.012024048096192385
3515.0,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15.5,1.0,0.0,0.0,1.0,0.0,0.0073428178063331805
3517.0,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578.0,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.5,1.0,0.0,0.0,1.0,0.0,0.006924871675221652
3518.0,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646.0,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12.46,1.0,0.0,0.0,1.0,0.0,0.013415468856947298
3519.0,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000.0,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.25,0.0,0.0,1.0,0.0,1.0,0.013747913188647745
3520.0,BMW 5 Series 520d Sedan,Delhi,2012,90000.0,Diesel,Automatic,First,18.48,1497.0,98.6,5.0,14.5,1.0,0.0,0.0,1.0,0.0,0.012344689378757516
3521.0,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000.0,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,25.0,1.0,0.0,0.0,1.0,0.0,0.004519584867760294
3522.0,Hyundai Santro GLS II - Euro II,Kochi,2012,66400.0,Petrol,Manual,First,0.0,1497.0,98.6,5.0,2.66,0.0,0.0,1.0,0.0,1.0,0.0
3523.0,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000.0,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,45.0,1.0,0.0,0.0,1.0,0.0,0.004310056799198129
3524.0,Maruti Swift VDI,Jaipur,2015,63310.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1,1.0,0.0,0.0,0.0,1.0,0.022756410256410255
3525.0,Honda Amaze S i-Dtech,Delhi,2014,66000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,1.0,0.0,0.0,0.0,1.0,0.017222963951935916
3526.0,BMW 3 Series 320d Highline,Ahmedabad,2011,74000.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,12.5,1.0,0.0,0.0,1.0,0.0,0.008055137844611529
3527.0,Hyundai Verna 1.4 EX,Hyderabad,2012,93000.0,Diesel,Manual,First,23.5,1396.0,88.7,5.0,5.55,1.0,0.0,0.0,0.0,1.0,0.01683381088825215
3528.0,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,19.48,1.0,0.0,0.0,1.0,0.0,0.0038564721663313212
3529.0,Maruti Swift VXI,Ahmedabad,2012,48772.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91,0.0,0.0,1.0,0.0,1.0,0.015538847117794487
3530.0,Chevrolet Beat LS,Chennai,2010,66000.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19,0.0,0.0,1.0,0.0,1.0,0.015512927439532946
3531.0,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89,0.0,0.0,1.0,1.0,0.0,0.015789473684210527
3532.0,Ford Figo Petrol ZXI,Coimbatore,2011,51593.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3.47,0.0,0.0,1.0,0.0,1.0,0.013043478260869565
3534.0,Maruti Swift VXI BSIII,Pune,2010,75000.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85,0.0,0.0,1.0,0.0,1.0,0.012403697996918338
3535.0,Audi A4 35 TDI Premium,Coimbatore,2016,39237.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.64,1.0,0.0,0.0,1.0,0.0,0.00869410569105691
3536.0,Honda City V MT,Kochi,2018,11966.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28,0.0,0.0,1.0,0.0,1.0,0.011222444889779559
3537.0,Honda Jazz V,Hyderabad,2015,37000.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3,0.0,0.0,1.0,0.0,1.0,0.015179316096747289
3538.0,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75,1.0,0.0,0.0,0.0,1.0,0.013444592790387183
3539.0,Nissan Terrano XL D Option,Hyderabad,2013,65280.0,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8,1.0,0.0,0.0,0.0,1.0,0.013600273785078713
3540.0,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000.0,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,44.5,1.0,0.0,0.0,1.0,0.0,0.005741165672326755
3541.0,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525.0,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65,0.0,0.0,1.0,0.0,1.0,0.015455304928989139
3542.0,Honda City 1.5 E MT,Jaipur,2009,86863.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6,0.0,0.0,1.0,0.0,1.0,0.011356045424181697
3543.0,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25,1.0,0.0,0.0,0.0,1.0,0.0073428178063331805
3544.0,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,1.0,0.0,0.0,0.0,1.0,0.008333333333333333
3545.0,Mahindra XUV500 W10 AWD,Jaipur,2017,22000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0073428178063331805
3546.0,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905.0,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21,1.0,0.0,0.0,1.0,0.0,0.005410738871041762
3547.0,Datsun GO Plus T,Kolkata,2016,12800.0,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25,0.0,0.0,1.0,0.0,1.0,0.01622704507512521
3548.0,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,9.75,1.0,0.0,0.0,0.0,1.0,0.007067462138595686
3549.0,Honda Amaze S AT i-Vtech,Mumbai,2014,39000.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45,0.0,0.0,1.0,1.0,0.0,0.01293823038397329
3550.0,Honda City i-DTEC ZX,Pune,2017,42000.0,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0,1.0,0.0,0.0,0.0,1.0,0.017089452603471295
3551.0,Tata Indigo GLE,Chennai,2008,73000.0,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0.8,0.0,0.0,1.0,0.0,1.0,0.010315186246418338
3552.0,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,1.0,0.0,0.0,0.0,1.0,0.02023608768971332
3554.0,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000.0,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25,0.0,0.0,1.0,0.0,1.0,0.01248567335243553
3555.0,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2,1.0,0.0,0.0,0.0,1.0,0.00571667363142499
3556.0,BMW X1 sDrive20d,Jaipur,2012,63000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5,1.0,0.0,0.0,1.0,0.0,0.008546365914786969
3557.0,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000.0,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.5,1.0,0.0,0.0,1.0,0.0,0.00861788617886179
3558.0,Ford Figo Diesel ZXI,Delhi,2014,66000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47,1.0,0.0,0.0,0.0,1.0,0.014295925661186561
3559.0,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000.0,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.5,1.0,0.0,0.0,1.0,0.0,0.004146884272997033
3560.0,Volkswagen Vento Petrol Highline,Chennai,2011,37000.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,0.0,0.0,1.0,0.0,1.0,0.009411764705882352
3561.0,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058.0,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54,0.0,0.0,1.0,0.0,1.0,0.009386733416770964
3562.0,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,0.0,0.0,1.0,0.0,1.0,0.013747913188647745
3563.0,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99,1.0,0.0,0.0,0.0,1.0,0.01895032051282051
3564.0,Toyota Corolla Altis G,Kolkata,2009,45000.0,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.3,0.0,0.0,1.0,0.0,1.0,0.008081201334816462
3565.0,Maruti Ertiga ZDI,Bangalore,2015,74000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,1.0,0.0,0.0,0.0,1.0,0.016642628205128206
3566.0,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19,0.0,0.0,1.0,1.0,0.0,0.016040100250626566
3567.0,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77,1.0,0.0,0.0,1.0,0.0,0.008352776481567894
3568.0,Honda City ZX VTEC,Jaipur,2006,95000.0,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11,0.0,0.0,1.0,0.0,1.0,0.011289245156980626
3569.0,Mahindra KUV 100 G80 K8,Jaipur,2018,15900.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25,0.0,0.0,1.0,0.0,1.0,0.015150250417362269
3570.0,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.4,1.0,0.0,0.0,0.0,1.0,0.0038564721663313212
3571.0,Honda City 1.5 V MT,Bangalore,2011,65000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2,0.0,0.0,1.0,0.0,1.0,0.011356045424181697
3572.0,Audi A6 35 TDI Matrix,Coimbatore,2017,36824.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84,1.0,0.0,0.0,1.0,0.0,0.009415650406504066
3573.0,Ford Figo Diesel ZXI,Coimbatore,2013,65287.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45,1.0,0.0,0.0,0.0,1.0,0.014295925661186561
3574.0,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,19.5,1.0,0.0,0.0,1.0,0.0,0.008352776481567894
3575.0,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000.0,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.75,0.0,0.0,1.0,0.0,1.0,0.013269565217391303
3576.0,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,1.0,0.0,0.0,0.0,1.0,0.017242990654205606
3577.0,Hyundai Elantra CRDi SX AT,Delhi,2013,71000.0,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8,1.0,0.0,0.0,1.0,0.0,0.014348925410872314
3578.0,Maruti Baleno Zeta CVT,Kolkata,2016,20000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74,0.0,0.0,1.0,1.0,0.0,0.017878028404344194
3579.0,Maruti Swift LXi BSIV,Hyderabad,2010,71000.0,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,0.0,0.0,1.0,0.0,1.0,0.01345029239766082
3580.0,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000.0,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0028301886792452833
